color,country,latitude,longitude,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
#48A36D,WC220_data,41.964783,-93.679908,17.06,10.76666667,14.15,15.55,17,15.45,17.54,13.2,4.025,8.783333333,13.975,11.16666667,13.4,11.22857143,12.58125,12.88666667,16.5,13.2,13.26515152,11.195,10.97708333,11.971875,10.42615385,9.908333333,11.975,7.958333333,5.108333333,8.9859375,10.74903846,13.08165138,9.677659574,8.93559322,8.917241379,10.06666667,10.5,8.9,9.775,8.7,8.733333333,9.375,8.05,10.6,10.1,3.466666667,0.425,6.075,6.92,7.5,7.14,6.9,9.65,13.3137931,20.20526316,20.53809524,17.80588235,12.52857143,0,0,1.96,0,3.733333333,6.15,5.307692308,8.428571429,14.29056604,19.55866667,20.05,13.7,11.175,15.34,14.75416667,13.86666667,10.68,6.42,9.93125,11.90416667,12.79662921,14.18148148,14.12465753,12.68333333,0,11.55,10.94285714,10.82,10.7,10.325,10.43333333,13.54642857,13.73,10.93090909,10.22972973,7.56,8.253703704,7.528571429,8.740909091,8.8,8.25,7.675,8.7,10.87857143,12.01290323,13.55789474,13.97,7.909090909,0,0,0,0,0,5.7,9.28,9.625,12.3625,10.82580645,11.76363636,7.8,0,0,0,0,0,6.1,5.855555556,11.69032258,16.57058824,19.68636364,19.025,13.9,13.18333333,12.1,14.5,0,16.75,13.63333333,11.975,14.22727273,20.32727273,25.375,15.32702703,9.82,10.1,9.191666667,23.76,22.4,22.96666667,12.9,10.45,21.6,28.72962963,29.48974359,22.89117647,24.4,22.85,0,6.21875,26.9,24.9,16.05,16.25416667,21.704,16.38214286,17.63793103,19.78461538,12.3175,16.91,24.5,17.42,18.76,17.16666667,15.175,16.53,17.91111111,21.28333333,22.85,23.8,11.99285714,12.40666667,20.85,20.84,17.6,18.325,16.9,14.84285714,16.88571429,20.96666667,21.96,14.45555556,7.995238095,14.91153846,17.08,14.85333333,16.62727273,17.08,13.7,14.39285714,17.75666667,18.86923077,23.49166667,14.78333333,6.476923077,6.833333333,9.62173913,12.875,11.625,11.66,10,4.8,11.20416667,14.34117647,11.9173913,10.42380952,10.46666667,7.34375,8.262068966,9.026666667,11.9,12.3,6.7,8.95,10.88,13.21428571,12.75,15.125,10.32,5.9,6.844444444,9.2,10.36,10.35,9.5,9.075,12.7375,15.01666667,14.19411765,10.725,6.7,6.363636364,9.2,8.2,8.575,8.1,6.85,7.583333333,9.881818182,14.22,18.30769231,18.6375,9.45,0,0,6.4,6.26,0,8.325,13.7,22.1875,25.275,24.13333333,12.93333333,2.45,1.55,2,4.3,3.7,0,0,8.042857143,23.28181818,33.5,37.8,46.17142857,38.55,22.06666667,39.66,36.16666667,50.5,55.2,14.5,8.563636364,35.1,39.93333333,34.47777778,34.05454545,22.41578947,26.96666667,26.46,30.575,30.62,27.625,28.25,20.925,24.33,26.97777778,27.23076923,24.56,19.95833333,19.32307692,19.57777778,19.67857143,15.95454545
#E37756,WC310_data,41.954878,-93.639614,0,0,0,13.0827957,12.48909091,11.65740741,13.4,7.557142857,3.203571429,4.211764706,10.5,0,13,10.16666667,11.20769231,12.61794872,15.22,10.74166667,10.83333333,9.754166667,5.7625,6.375,9.154545455,8.357142857,10.4,9.45,4.2375,9.375,11.48292683,11.85510204,6.724193548,6.593939394,8.804166667,10.0375,8.233333333,8.92,10.575,9.225,8.4875,7.723529412,7.214285714,8.534615385,4.28,0.0625,3.56875,5.84375,6,6.575,6.58,5.95,7.72,9.633333333,14.74594595,15.58,13.55,4.32,-0.383333333,0,2.307692308,2.666666667,4.725,4.55,5.05,4.68,10.53728814,16.01052632,14.254,8.635555556,6.487878788,11.2893617,12.521875,13.31666667,9.9,7.55,8.2,10.35384615,11.42555556,13.34,9.997560976,7.4,-0.084210526,6.096666667,10.20555556,10.44,9.975,10.05,11.28,13.59148936,13.47073171,8.310344828,7.922222222,7.85,6.323529412,7.644642857,9.96557377,9.9,9.175,8.75,10,13.56034483,14.59824561,17.64716981,14.63043478,8.566666667,1.588095238,0.847619048,0.644444444,2.93,7.666666667,8.107142857,10.64285714,8.938709677,8.641666667,13.60526316,8.976923077,-0.623076923,0,0,0.241666667,0,1.5,2.4,6.057142857,14.12941176,19.73538462,22.48421053,11.02727273,1.195454545,3.196296296,2.3625,3.246153846,11.175,10.9,10.275,10.825,11.86521739,17.77407407,21.15384615,14.62424242,1.163636364,0.894736842,3.675,18.84,18.43333333,17.86666667,12.75,8.475,17.44615385,21.84561404,23.09534884,15.56666667,5.616666667,0.525,-0.68,9.323809524,15.14,17.7,10.24444444,13.98965517,18.68695652,11.12941176,15.74117647,13.07037037,11.0625,9.314285714,10.075,11.80454545,14.7,13.45,12.375,14.46,15.26470588,16.31538462,16.89333333,10.26,5.136,3.482608696,13.4,12.26,12.5,13.875,11.95,11.38461538,13.37619048,18.32173913,18.25,8.068181818,4.945833333,12.1125,14.075,12.71,13.82222222,14.12,11.375,11.87575758,13.26176471,15.18148148,18.53636364,12.66666667,4.064285714,1.352941176,8.261904762,11.025,9.725,9.36,7.85,3.361111111,11.04827586,11.785,7.14137931,7.867857143,9.2,7.394117647,8.872222222,9.2125,10.825,9.94,6.283333333,7.5,10.26666667,11.88333333,13.40769231,12.05,2.06,0.2125,3.855555556,8.457142857,9.52,9.225,8.475,6.8625,9.975,11.95,9.488235294,9.533333333,4.207142857,5.009090909,6.925,6.957142857,6.7,6.275,6.275,7.625,8.781818182,11.73,14.89230769,14.55,2.357142857,0.15,0.65,1.092857143,4.642857143,11.575,6.56,9.94,17.81428571,19.2,18.4,4.477777778,0.15,0,0.15,0.15,0.15,1.23,2.125,4.936363636,14.89166667,23.25714286,26.75,29.31428571,25.3,4.116666667,36.26,34.33333333,41.625,32.34,5.4,7.26,19.16666667,22.4125,18.56470588,18.88,11.86470588,14.23,15.65,15.65,15.74,14.3,13.95,11.3,14.46,17.33333333,16.88333333,15.63636364,10.5,11.02307692,10.8625,10.35833333,8.7
#E2AA59,WC210_data,41.975908,-93.685575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13.85,11.825,8.76,11,9.8,9.58,10.76666667,9.5,5.25,8.55,10.94,12.45074627,8.503389831,7.780645161,8.665714286,9.041935484,10.12222222,8.9,11.525,9.65,8.755555556,9.142857143,8.075,10.93333333,11.575,9.733333333,8.4,7.975,7.5,7.875,7.5,6.625,8.37,11.21818182,16.67444444,16.56666667,14.6375,12.46,0,0,8.3,8.6,9.8,5.975,6.7,8.1,14.50526316,17.71451613,17.57,13.95,15.575,14.54285714,13.94615385,12.72,9.05,7.575,9.44,10.29,12.221875,13.72424242,10.40714286,12.725,12.2,10.7,11.45,11.1,10.65,10.55,12.8,14.93684211,16.1,10.97755102,11.24,10.675,12.725,13.36,12.08,12.86,12.825,9.775,11.35,16.11621622,15.32222222,18.76666667,17.68888889,12.048,13.95,0,0,0,0,10.13333333,17.12,17.725,18.3,16.22941176,19.04285714,0,0,0,0,0,0,7.6,9.222222222,15.84594595,21.91466667,26.22173913,25.32,0,0,0,0,0,0,13.45,14.16666667,18.78461538,23.70740741,27.35714286,23.52571429,13.4,0,20,28.06,26.8,24.52,23.05,15.31428571,22.40625,27.78888889,29.08333333,21.51875,26.9,0,0,11.31666667,16.725,21.375,11.6,17.32121212,21.76,17.05531915,18.59565217,21.20454545,13.68965517,16.87,19.1,15.90588235,17.64,16.275,14.2,15.84545455,17.57727273,17.13846154,19.16666667,17.95,5.533333333,13.41666667,17.4,16.2,15.875,15.55,14.15,13.63571429,16.18,21.37368421,20.92857143,18.7,10.13333333,15.85833333,16.59,15.65,16.04615385,15.66,12.925,12.37142857,14.71724138,16.1,19.875,19.35833333,11.15,10.7,11.896,12.75,11.3,11.4,10.6,6.7,12.55,14.25294118,7.151724138,9.35,11.375,11.02307692,10.665,10.85,12.3,12.14,7.3,8.672727273,11.01428571,13.11666667,12.35555556,13.55,10.83333333,0,7.44,8.757142857,9.7,9.9,9.225,5.925,9.9,11.36666667,10.70588235,9.490909091,4.74,4.909090909,5.875,6.271428571,6.35,6.2,6.625,7.525,9.2,12.11428571,14.62307692,15.025,11.65,0,0,7.45,9.725,10.6,9.866666667,11.325,18.71428571,20.1,20.12857143,16.5,0,0,0,0,0,0,4,5.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33ccff,WC330_data,41.937653,-93.568231,0,0,0,0,14.71685714,15.99,12.10672043,3.094462366,1.146,0.479569892,8.832055556,9.71688172,11.20360215,9.847471264,10.75096774,9.868111111,13.0927957,10.8,8.966989247,9.953387097,5.237444444,2.498978495,8.6845,10.02967742,9.464139785,7.953690476,4.661397849,8.329333333,9.147688172,10.81955556,7.441021505,7.55016129,8.102833333,8.79827957,7.960388889,7.516666667,8.14483871,7.214166667,7.093010753,5.685833333,5.788333333,6.369611111,2.162204301,0.60327957,0.997833333,2.855913978,4.125944444,5.604892473,6.402096774,5.114047619,6.107903226,8.814,14.14182796,14.79088889,11.62284946,2.519731183,0.470222222,1.056451613,0.540888889,0.817204301,1.455430108,3.644942529,3.567043011,2.898777778,8.814677419,15.53866667,14.54962366,7.470967742,3.368555556,9.235107527,12.626,12.32833333,9.954892473,7.042380952,7.682526882,9.665833333,10.87822581,12.99472222,10.45451613,4.285913978,0.756444444,1.222204301,8.962944444,10.09123656,10.57204301,9.294642857,11.6055914,13.45338889,12.41994624,9.787111111,11.19150538,6.357526882,2.738777778,6.53844086,9.242388889,9.451827957,8.050698925,8.240297619,9.051505376,12.08394444,14.18387097,16.60116667,12.71150538,6.271505376,0.5575,0,0,0,0,2.058678161,5.692526882,2.134611111,1.408602151,11.20944444,8.110107527,3.295322581,3.593388889,3.891451613,4.189444444,4.487580645,4.790376344,5.097142857,7.884677419,13.25872222,17.29102151,21.69055556,14.21677419,1.118387097,2.418444444,1.332580645,1.338555556,6.185698925,7.848548387,7.482142857,9.465698925,7.374055556,17.0872043,19.28705556,9.095537634,1.105215054,1.0045,0.56327957,7.462944444,11.18822581,11.04456522,8.785,6.575714286,2.344388889,3.228978495,7.411055556,22.38150538,24.6483871,19.9915,7.682795699,0.520888889,0.203924731,6.371774194,9.352643678,11.96247312,9.466833333,13.57892473,16.78527778,15.84053763,16.11946237,15.791,11.75231183,10.541,7.655806452,11.46586022,12.97059524,12.36725806,11.45633333,12.68091398,13.43466667,15.38225806,15.80758065,8.956833333,3.296451613,1.716277778,8.246075269,6.964892473,9.977678571,11.95946237,10.52988889,9.841935484,11.42738889,16.61333333,15.82752688,5.237444444,1.973763441,10.64016667,12.96166667,12.22688172,12.13613095,13.00564516,10.17027778,10.34193548,12.50388889,14.68301075,17.10822581,10.21816667,1.122580645,0.408944444,6.199946237,9.176397849,7.910229885,7.910913978,5.839388889,5.260483871,10.147,12.24602151,7.846666667,10.92727778,8.510645161,5.560833333,8.229569892,9.411075269,9.705535714,8.667473118,6.196444444,7.627580645,9.265722222,10.04645161,10.8561828,9.5525,0.916075269,0.104722222,1.898602151,7.434408602,7.689047619,7.868064516,6.749444444,6.074731183,8.663333333,10.50801075,9.950483871,8.628388889,3.592096774,4.525055556,5.887150538,5.711021505,5.778690476,5.146505376,4.921111111,5.888817204,6.046555556,9.335268817,12.06612903,10.06094444,1.297849462,0,0.003870968,0.273655914,2.345517241,4.117043011,4.804444444,3.795806452,12.91594444,17.29919355,16.44655914,5.262111111,1.044086022,1.090666667,1.137473118,1.184677419,1.229821429,1.274892473,1.580344828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
